,train,valid
derived_0,0.0042543474897119345,0.00022840379301574074
derived_1,0.005146804546296293,0.0009758369735391461
derived_2,0.0037559894197530864,0.0001149826076769547
derived_3,0.003615996545267489,0.00027178710046913573
derived_4,0.00394892690329218,0.0001483180907438272
fundamental_0,0.005295338765432097,-0.0004294595840103909
fundamental_1,0.0014373218775720162,-0.00031066592719444444
fundamental_10,0.005106144968724281,0.0005830632140915638
fundamental_11,0.003672503611111112,0.0006364507032673868
fundamental_12,0.0027794411728395067,0.00027310334872952666
fundamental_13,0.0038214698765432096,0.0006288666924845678
fundamental_14,0.006458184692386831,0.0015019264303111938
fundamental_15,0.007487523659073095,0.0016240411212728638
fundamental_16,0.004467085873603762,0.0005388864901835393
fundamental_17,0.0060865354897119365,0.0010584558728287037
fundamental_18,0.00621560355452675,0.0008300348375514403
fundamental_19,0.00414473402674897,2.251277029074073e-05
fundamental_2,0.004102521347736625,0.00041440252401460896
fundamental_20,0.0045735114917695475,0.00040072316955102883
fundamental_21,0.005633550270576132,0.00020872003733364209
fundamental_22,0.00334638498765432,0.00019073506569341561
fundamental_23,0.005006580452674897,0.0005047399245874487
fundamental_24,0.0015878213991769544,7.416571213991769e-05
fundamental_25,0.0023465872705761316,6.195077993004114e-05
fundamental_26,0.0017545247818930038,0.0003096205366143087
fundamental_27,0.0034848403395061735,0.0004348784638169753
fundamental_28,0.0013602223353909465,6.451440090946502e-05
fundamental_29,0.004141935102880657,0.00016361928476183127
fundamental_3,0.003256748004115226,9.05812642160494e-05
fundamental_30,0.0034308315740740735,0.00021474883095679012
fundamental_31,0.003739758868312757,0.0006191152164567903
fundamental_32,0.004431834182098767,0.00046842524360390947
fundamental_33,0.004566784639917694,9.831359483230453e-05
fundamental_34,0.0024074474999999994,3.0875258230453017e-06
fundamental_35,0.0035018820370370366,0.00018477799747942394
fundamental_36,0.004152554711934157,0.0005256768346502057
fundamental_37,0.003676613639917695,5.2075030286008244e-05
fundamental_38,0.00150736716563786,0.00018020426953086418
fundamental_39,0.0056660309053497915,0.001377400504537942
