,train,valid
derived_0,0.004181958307613167,7.642680136419744e-05
derived_1,0.004845543420781893,0.0006653721101202675
derived_2,0.002653542088477366,0.00029455569526543214
derived_3,0.003935223235596709,0.0003148641395236626
derived_4,0.0030489985699588473,-0.0001181591855528806
fundamental_0,0.005659040205761317,-0.0005745164548189298
fundamental_1,0.001535174097736625,0.0001650079484197531
fundamental_10,0.005389204517195767,0.0005646111083723546
fundamental_11,0.003174037335390946,0.00017152891330246914
fundamental_12,0.0023478380452674904,-0.0001380351099319959
fundamental_13,0.0047618465133744846,0.0006751858706255144
fundamental_14,0.00766160232510288,0.0009288446420751028
fundamental_15,0.007646977975308643,0.0013654843982911832
fundamental_16,0.004551781923868314,0.0004167588107253086
fundamental_17,0.006336155759259262,0.0004854373214876541
fundamental_18,0.006061439881687241,0.0007795744578974279
fundamental_19,0.0037315310802469126,-0.0005293959428441358
fundamental_2,0.003275849810699589,0.0003251446000534979
fundamental_20,0.005294409262933569,0.0006539946097345679
fundamental_21,0.005943922262345675,0.0009742963985365225
fundamental_22,0.003349241615226337,0.00030901037232088476
fundamental_23,0.004130298240740741,0.0007164092417263372
fundamental_24,0.0011184556790123455,0.00012475480687242795
fundamental_25,0.002800933127572016,0.0004312391929537036
fundamental_26,0.00180246620781893,0.0003877112585596707
fundamental_27,0.0028475632613168722,0.00036657724525925923
fundamental_28,0.0018650333230452673,0.0002183429475617284
fundamental_29,0.005477988261316872,4.33708667901235e-05
fundamental_3,0.0024849525925925925,0.00026710222355967074
fundamental_30,0.0035164612551440316,0.00022623302944650207
fundamental_31,0.002306803405349795,-0.00014794524391333335
fundamental_32,0.004436348292181068,-3.5623666020627545e-05
fundamental_33,0.0044923739557613165,4.4465491794238676e-05
fundamental_34,0.0025739750936213993,0.00025674965496893
fundamental_35,0.0030158856172839512,0.00028383111307098765
fundamental_36,0.004687230193415638,0.0005868556878755142
fundamental_37,0.002443379012345678,5.937531226337449e-05
fundamental_38,0.0016098267901234569,7.289701886419753e-05
fundamental_39,0.006849076658436214,0.002178297512727881
fundamental_40,0.0029251609588477365,0.00020132671786028805
fundamental_41,0.006936236205026456,0.0013192240870718987
fundamental_42,0.01110480433333333,0.0016102621725154317
fundamental_43,0.006877277062757199,0.0007487329744463992
fundamental_44,0.005633964413580247,0.0005331597914514404
fundamental_45,0.0045282071388888885,0.001795190538678909
fundamental_46,0.0064795367695473245,0.0016259211247510292
fundamental_47,0.003108188384773663,0.00021989333004115226
fundamental_48,0.003337758314814814,0.00026783547579218106
fundamental_49,0.0036252947865226333,0.0001815438227027263
fundamental_5,0.00543530437242798,0.0011874413224889713
fundamental_50,0.004649245164609054,0.0008126342507708333
fundamental_51,0.0036343591923868315,0.0006606200184053498
fundamental_52,0.0021120376440329222,-1.6735362757201613e-06
fundamental_53,0.012067440744084359,0.00207443208509645
fundamental_54,0.0032238292952674894,0.00028361937197345674
fundamental_55,0.001997538338477366,0.0003083848640123457
fundamental_56,0.005868741347736626,0.0021081926928744853
fundamental_57,0.002310502861111111,2.7790713223251007e-05
fundamental_58,0.0033305633590534974,-0.00014673929785390946
fundamental_59,0.002686576784979424,1.4205447534979396e-05
fundamental_6,0.0011390700308641978,-0.00015684438962962964
fundamental_60,0.006708040542181071,0.0012061640511728906
fundamental_61,0.0021844648456790117,0.0007771496070576134
fundamental_62,0.006181713019547326,0.0007136994027442385
fundamental_63,0.002366781906378601,0.0001642493198539094
fundamental_7,0.0050749166543209885,0.0009067877414958847
fundamental_8,0.007428135395061732,0.0012884858445790127
fundamental_9,0.0022651142283950615,-0.0001645311826052469
technical_0,0.005909985885777974,0.00017256051199532628
technical_1,0.0033743901131687236,-0.00011986015998551441
technical_10,0.0033869816769547326,0.00040083618011316864
technical_11,0.010536362443245613,0.00034667531285974143
technical_12,0.006645531397550833,0.0004982250935939183
technical_13,0.001571297672839506,0.00048277904750000005
technical_14,0.005244093981481481,0.0006240393690946502
technical_16,0.0020156036419753083,4.6223042901234575e-05
technical_17,0.012402870431662596,0.0017138460161963776
technical_18,0.000807271438271605,-5.1252498308641986e-05
technical_19,0.011096063313864844,0.0026550053397586286
technical_2,0.010355772429803003,0.0014362959158074624
technical_20,0.016275335651783917,0.00560721729032624
technical_21,0.011638504355724352,0.0019995873291168554
technical_22,0.0036425974794238682,0.0015385046151851856
technical_24,0.004644723585390947,0.00010000054358554525
technical_25,0.0037506231985596715,2.4128561247942388e-05
technical_27,0.014170425008401922,0.0060570384129119345
technical_28,0.001994234205761317,-5.369787028806558e-06
technical_29,0.004330142689354559,0.0007779123440271279
technical_3,0.00324264378292181,0.00015503404716460915
technical_30,0.015347545209872089,0.0030217594638658287
technical_31,0.004843531402410347,9.549567745745151e-05
technical_32,0.0034341484243092316,4.8689139746472675e-05
technical_33,0.003445088377572015,0.0001067100144670782
technical_34,0.001499292551440329,1.004485239506173e-05
technical_35,0.012441955204316095,0.0036915467483910366
technical_36,0.010864856306584368,0.0015403147274691362
technical_37,0.0044620658710562405,2.881025851419753e-05
technical_38,0.004440998980109738,9.139911376148146e-05
technical_39,0.0019233129917695475,0.00026822564157716057
technical_40,0.012229452555261608,0.0025810719551125644
technical_41,0.005128915447530863,-0.00017320552651646092
technical_42,0.0017138549691358028,3.228842338065844e-05
technical_43,0.010051441095398432,0.0010512252367382566
technical_44,0.0029961865288065845,0.0001745365554153292
technical_5,0.004709713611111111,0.00010724370913683125
technical_6,0.008926910961689207,0.0005126942927932222
technical_7,0.010319291025279247,0.003700772006456409
technical_9,0.0005706255452674897,-5.573116549382751e-07
znull,0.0003129617283950617,-9.31868518518518e-06
