,train,valid
derived_0,0.004063130582304527,0.000176737004872428
derived_1,0.005486207549382718,0.00130579404038179
derived_2,0.003746255432098765,0.00017254088593209873
derived_3,0.003282782686213992,0.00012036538045555556
derived_4,0.0033512596296296306,0.00018375742851337452
fundamental_0,0.004735354399176954,-0.0005037720636295082
fundamental_1,0.0011796371604938273,0.0002484493306419753
fundamental_10,0.0066098699058708766,0.0007410097859954544
fundamental_11,0.0029630260030864193,0.00017990020720812754
fundamental_12,0.002451376347736625,-9.620543374485658e-06
fundamental_13,0.003982960380658437,0.0003935594793686214
fundamental_14,0.008771897530864199,0.0015251134235824072
fundamental_15,0.007730060558641974,0.0014544244537619344
fundamental_16,0.0037007717798353897,0.0002803206734610081
fundamental_17,0.0073898096903292215,0.0012967569296602882
fundamental_18,0.006377975442386831,0.0006036331499032923
fundamental_19,0.003363488456790123,0.00010405078823374488
fundamental_2,0.0030373311934156393,-0.00047166237136213996
fundamental_20,0.005127135200617285,0.00032017589564197526
fundamental_21,0.006063191220164608,0.00012129326382613183
fundamental_22,0.003199117580246913,3.820330066872415e-05
fundamental_23,0.004563957441358024,0.0007002175748971193
fundamental_24,0.0010052668199588477,0.00016920488553401236
fundamental_25,0.0025904783744855973,0.00021186101622137657
fundamental_26,0.002134675082304527,0.0003488977293827161
fundamental_27,0.003753114465020576,0.0004245430687191358
fundamental_28,0.002165431543209876,0.00017190519345061726
fundamental_29,0.005338261703703704,0.00016483144135802464
fundamental_3,0.0028407163220164613,0.0005023620313224281
fundamental_30,0.0033538356687242794,0.00032101478758847735
fundamental_31,0.002264839732510288,3.0913754954732505e-05
fundamental_32,0.003949114015432098,0.00012791628284561
fundamental_33,0.0029641187705761324,8.462552112962963e-05
fundamental_34,0.002176427930041152,0.0001609721483695473
fundamental_35,0.003685425977366256,0.0004846875830409465
fundamental_36,0.0036962564156378603,0.0004916383714751028
fundamental_37,0.002530451152263374,0.00010654036397942385
fundamental_38,0.0016562336893004117,0.0001905472068930041
fundamental_39,0.005530209936213992,0.0017055293224259253
fundamental_40,0.0029673833796296295,0.0001107737067924897
