,train,valid
derived_0,0.0040758598497942404,0.0002974347587098765
derived_1,0.005771022036008232,0.0009942064828472224
derived_2,0.0033943038888888887,0.00010933205833076127
derived_3,0.003751565225823044,0.00022319816906995885
derived_4,0.004292919166666666,0.00013728070796296298
fundamental_0,0.006192788914609053,-0.0006856133503825875
fundamental_1,0.0020588841934156376,0.00034930033514927984
fundamental_10,0.006073258313786011,0.0005274892770692386
fundamental_11,0.0029634134465020574,0.00021446745195884768
fundamental_12,0.003377867283950617,6.0031813737654335e-05
fundamental_13,0.003951207872427983,0.00044861600452273656
fundamental_14,0.008401956486625513,0.0018678487325084357
fundamental_15,0.008383465469723694,0.0016878479036211054
fundamental_16,0.0034826042901234576,0.0005298454633024691
fundamental_17,0.006404352503600822,0.0005542205286281889
fundamental_18,0.005232563453703701,0.0007809117606191356
fundamental_19,0.003226073688271605,-0.00010553400194002061
fundamental_2,0.0029298755555555557,0.00041179396311728404
fundamental_20,0.0047605758744855954,0.0006395425958858023
fundamental_21,0.005898003366255143,0.00035113645569619377
fundamental_22,0.0031414945987654334,0.000254416953024177
fundamental_23,0.003998528816872428,0.0006824519459526751
fundamental_24,0.0009908640534979423,0.00012642027748971193
fundamental_25,0.002065871419753087,3.4921529689475305e-05
fundamental_26,0.0015550881172839508,0.00021454835307407403
fundamental_27,0.0032623279578189303,0.0004908299477983539
fundamental_28,0.001790963137860082,0.0001302057500308642
fundamental_29,0.005285256615226336,0.00017054892918847743
fundamental_3,0.002932009197530864,0.000145215722122428
fundamental_30,0.0034691711625514407,5.658433175308638e-05
fundamental_31,0.0026275374382716053,-8.323925404526748e-05
fundamental_32,0.003781693127572017,8.094336425987652e-05
fundamental_33,0.003635933312757202,9.981205716111116e-05
fundamental_34,0.003002226054526749,0.0003489792197973251
fundamental_35,0.0031709606584362153,0.00021718587239855978
fundamental_36,0.003058839355967078,0.0004949537590522634
fundamental_37,0.0030251603858024684,0.0003348862842988684
fundamental_38,0.001662091646090535,0.00017216127760288065
fundamental_39,0.006404409411522635,0.0019685762355761316
fundamental_40,0.0025511952407407407,0.0002815472146851851
fundamental_41,0.0057625978755144035,0.0008872280702733025
fundamental_42,0.01136146814535567,0.0015770596221688273
fundamental_43,0.006379155189300412,0.0010627809713580248
fundamental_44,0.005512865277777778,0.0002668731561934157
fundamental_45,0.005798668569958847,0.0016726504650411522
fundamental_46,0.0066666807458847736,0.0011336268418487283
fundamental_47,0.0032035868827160483,0.0002487828513518519
fundamental_48,0.002659057469135803,0.0002127488202026749
fundamental_49,0.0031661134434156383,0.000253025242600823
fundamental_5,0.005481122346707819,0.0014136185177685185
fundamental_50,0.006588601152263375,0.0009029342647530865
fundamental_51,0.0038701804835390946,-3.430138146090537e-05
fundamental_52,0.0017060884567901234,3.714303413580246e-05
fundamental_53,0.011593775932294726,0.0019972527620328935
fundamental_54,0.0034205940133744863,0.0001548176136917695
fundamental_55,0.0025767946450617287,0.00010048342833405354
fundamental_56,0.006089263986625513,0.001992285256201132
fundamental_57,0.0022089152469135804,0.0005217758333837449
fundamental_58,0.0025969142386831276,0.0002579505290061728
fundamental_59,0.0032411595082304533,0.0007772102927962554
fundamental_6,0.0008980248148148148,5.64874765432099e-05
fundamental_60,0.007443154528806586,0.0007288530102650207
fundamental_61,0.0019669267078189293,0.00044964975557613187
fundamental_62,0.005977880338477364,0.0006398470292872428
fundamental_63,0.0015372969218106997,0.0001504336147427984
fundamental_7,0.005696442646384478,0.0011976091188830099
fundamental_8,0.007121441852880659,0.0017515353277502057
fundamental_9,0.0021686759259259263,0.0001238816775
technical_0,0.005830627415882815,8.218683449443078e-05
technical_1,0.002396100146090535,-1.4032938784156404e-05
technical_10,0.002746315987654321,0.000280056975
technical_11,0.01023742166380887,0.0002313104280372154
technical_12,0.006274258811067019,0.0006087618834808935
technical_13,0.0014838742386831276,0.000443373814664609
technical_14,0.006306345902263375,0.000497324103425926
technical_16,0.0018341761728395058,5.6456333930041126e-05
technical_17,0.01227080676403834,0.0019799604333623896
technical_18,0.0011616246502057614,2.7202670679012342e-05
technical_19,0.011648723798280422,0.0023005322706152027
technical_2,0.010891540057996191,0.0016673138728850764
technical_20,0.016375870836843366,0.005917688400993419
technical_21,0.01158983621252444,0.0018015290121582929
technical_22,0.003007039506172839,0.0009129561950925924
technical_24,0.00417412753292181,7.000974899176954e-05
technical_25,0.0038976754427297667,-0.00021517030181234564
technical_27,0.014684224320399768,0.005220781299649985
technical_28,0.002377198724279835,2.199608724814816e-05
technical_29,0.0035173693621399177,0.0007099573219228395
technical_3,0.003180021589506173,0.00010067263120524688
technical_30,0.015296001864863696,0.003194653895612321
technical_31,0.004902885402263373,-1.958114927345675e-05
technical_32,0.004448209521898882,0.00025625291621443266
technical_33,0.0024786568409465018,-0.00011375116398292192
technical_34,0.001445138024691358,5.138951234567901e-05
technical_35,0.012700752289927496,0.004160180694230551
technical_36,0.009514983694444448,0.002801702799947531
technical_37,0.0041710789969135785,4.7096925532730755e-05
technical_38,0.0046748982860082295,4.350489464084362e-05
technical_39,0.0022981676080246916,0.00010534474086249998
technical_40,0.011728900272045857,0.002488977538291081
technical_41,0.004233410078189301,-2.3158791940329243e-05
technical_42,0.0025709843724279835,0.0002334974476423868
technical_43,0.008923112718106996,0.0005310128172912503
technical_44,0.003062814470164609,-2.4479639978909474e-05
technical_5,0.005106366532921809,1.2393120344958848e-05
technical_6,0.009145743876950215,0.00048810601198325464
technical_7,0.01020061765667255,0.0040896335865698115
technical_9,0.0006365216666666667,8.781344815432098e-05
znull,0.00040121996913580245,2.6970727777777775e-05
