,train,valid
derived_0,0.004513889027777778,0.00014948332093209872
derived_1,0.005413007147633745,0.0008564247657206788
derived_2,0.0033978393878600827,0.0002322483333302469
derived_3,0.003929562149176954,0.0003125190796995576
derived_4,0.0036281381378600822,6.771010117283952e-05
fundamental_0,0.0051023564557613164,4.8425081329218084e-05
fundamental_1,0.0018426313940329217,0.00016652608453971194
fundamental_10,0.005124454264697234,0.0006610261552547032
fundamental_11,0.0028980267335390946,-8.954264741255144e-05
fundamental_12,0.0025210876512345676,0.00025574509424794233
fundamental_13,0.003841118115226338,0.0005436140185655555
fundamental_14,0.008109824526748972,0.0011942206414633743
fundamental_15,0.007482093252057615,0.0014511885205991326
fundamental_16,0.004708216311728396,0.00032259585517078196
fundamental_17,0.006628466767489712,0.0011004376740986416
fundamental_18,0.0058079347880658425,0.001013525482021605
fundamental_19,0.003298820843621399,1.7290598123662553e-05
fundamental_2,0.0032222534465020576,5.746345570987659e-05
fundamental_20,0.005129328740740741,0.0005929050387213992
fundamental_21,0.005548064355967077,0.0007973464847211931
fundamental_22,0.0034877302366255135,6.579735638683119e-05
fundamental_23,0.00497214922839506,0.00043966148135596707
fundamental_24,0.001533810843621399,0.0001704826073899177
fundamental_25,0.002874177875514404,0.00048690522172860085
fundamental_26,0.0017776342592592592,4.0370340061728405e-05
fundamental_27,0.0033086419650205762,0.0005784515432798354
fundamental_28,0.0013659553600823045,-3.0116055411522634e-05
fundamental_29,0.0051010522016460905,7.698428567901251e-06
fundamental_3,0.003272646229423868,0.0002708986419111111
fundamental_30,0.0027756207993827157,0.00027410647721141983
fundamental_31,0.0020874308333333337,0.00038496312719135797
fundamental_32,0.004402071421810701,7.769332726131689e-05
fundamental_33,0.0038087969650205757,0.00015748696690185185
fundamental_34,0.002306889277777777,7.597046550823044e-05
fundamental_35,0.00395390709876543,0.00033266643769485596
fundamental_36,0.0037345879732510277,0.0006559614423292181
fundamental_37,0.002733122479423868,9.856884920596707e-05
fundamental_38,0.0016456897119341558,0.00013362119425514406
fundamental_39,0.005799586023662553,0.0016424685636111103
fundamental_40,0.0021057570679012343,2.5227156483539083e-05
fundamental_41,0.006611803815990594,0.0012391275999591568
fundamental_42,0.011461187082304524,0.002145655038533334
fundamental_43,0.006645375370370371,0.0007741118759218105
fundamental_44,0.005590528842592594,0.000272991300327675
fundamental_45,0.004702763735596708,0.0017998262430833332
fundamental_46,0.004901426570987654,0.0007287130329787036
fundamental_47,0.0027126550874485597,0.00021465264251646092
fundamental_48,0.004087907355967079,0.0002922940824642645
fundamental_49,0.003807387687242798,2.6879466086831325e-05
fundamental_5,0.006404496800411521,0.0011883626917102877
fundamental_50,0.004777446316872428,0.0008697264517448564
fundamental_51,0.004277841111111112,0.00043058547400288055
fundamental_52,0.0027415082098765434,0.00013760463268518524
fundamental_53,0.011343042768518524,0.002175367129696976
fundamental_54,0.004151452360905349,0.0006965160353621401
fundamental_55,0.0029259408744855965,0.00021725414125246914
fundamental_56,0.006340716815843621,0.0022410678000848766
fundamental_57,0.002186194369855966,0.00023730772223251026
fundamental_58,0.003233113703703704,0.0003898723677808642
fundamental_59,0.0029110571810699584,0.00043972810872427976
fundamental_6,0.0004617048765432099,-2.853349987037057e-07
fundamental_60,0.007418879746913581,0.0009664871734238683
fundamental_61,0.0016129135370370378,0.0003719589432839506
fundamental_62,0.006276118780864196,0.000472072337232716
fundamental_63,0.001963227510288066,0.00022110026355555548
fundamental_7,0.005478581027777777,0.0006846127862315842
fundamental_8,0.007164666747942384,0.0011947123727813786
fundamental_9,0.0018728985493827153,0.00019650223721358028
technical_0,0.00543792021127278,0.00012656839614701786
technical_1,0.0029069913065843615,-4.25618829343827e-05
technical_10,0.0035844246049382728,0.0003295888175823046
technical_11,0.010636360188533518,0.0004796999749326144
technical_12,0.0070448398368428535,0.0005082362635858953
technical_13,0.0018387955041152264,0.0006343499218930043
technical_14,0.0059616668004115235,0.0008853531012983539
technical_16,0.001733569475308642,-7.994830302469135e-05
technical_17,0.011257947935382167,0.0015700007201467484
technical_18,0.0007128160699588478,2.6489966703806583e-05
technical_19,0.011013844361053212,0.0017787282990227929
technical_2,0.010558939037357018,0.0014060445095035118
technical_20,0.016252707480105117,0.005464828668019104
technical_21,0.01077974148033688,0.0017295568746806143
technical_22,0.0023820429783950616,0.00038189847527469133
technical_24,0.003925471257201647,-0.00013670851051337447
technical_25,0.0036742571450617276,3.821855703786011e-05
technical_27,0.013988243521028182,0.0061392880326205145
technical_28,0.0025829366769547324,9.67791854248971e-05
technical_29,0.004305010383838384,0.0007563688389168887
technical_3,0.002821429660493827,6.576236806995884e-05
technical_30,0.01567969921002077,0.003021541747832651
technical_31,0.005499233514109346,-2.2481758463180483e-05
technical_32,0.00414246926234568,0.0002373282039789095
technical_33,0.0032158094794238683,-0.00025413566518106984
technical_34,0.0005867831069958847,-2.0695306316872428e-05
technical_35,0.012148711957475992,0.0033913372024158943
technical_36,0.009287288553350967,0.0022184295955696522
technical_37,0.0035752843637298923,0.00027382292236165
technical_38,0.005055795231481481,0.00033256793298096704
technical_39,0.0018623965349794237,0.00020880717925308637
technical_40,0.010868508867778308,0.0028078785991381603
technical_41,0.0037487463744855965,0.00017651986004423877
technical_42,0.0019205429629629628,2.6347250766975307e-05
technical_43,0.010061169390780684,0.0008352460046505553
technical_44,0.0024910249341563787,0.00010956338967386832
technical_5,0.004480854874485597,0.0001591594359737655
technical_6,0.009063382602292764,0.0002272673010142964
technical_7,0.01138377247134039,0.004426123248338972
technical_9,0.0003920476748971194,2.4392857526748967e-05
znull,0.00045285663580246907,-5.005811836419753e-06
