,train,valid
derived_0,0.004244854645061729,0.0003590628025246914
derived_1,0.005204527066872428,0.0013091782727860084
derived_2,0.0035756791203703695,3.1369990746913584e-05
derived_3,0.003149978729423868,0.00014538446409259256
derived_4,0.003502187613168724,5.584028077777777e-05
fundamental_0,0.006226638057613167,-3.4338966845679e-05
fundamental_1,0.0019484102116402115,0.0002563600724085537
fundamental_10,0.0061315185265432065,0.0006872529985343959
fundamental_11,0.002937091275720165,0.00035370803952255124
fundamental_12,0.0025800818106995883,-3.198655048600826e-05
fundamental_13,0.0036708283899176955,0.00044293269063786015
fundamental_14,0.009028125627572017,0.0020974415902505145
fundamental_15,0.007925982616696059,0.001759409244863573
fundamental_16,0.005576264655349795,0.0009372047232020573
fundamental_17,0.005862420967078188,0.000831086338804526
fundamental_18,0.006593770049382717,0.0011340763697304528
fundamental_19,0.0036329130349794228,-0.00030492129413209866
fundamental_2,0.0043234640432098775,0.0004898316355246913
fundamental_20,0.005104381893004114,0.0007096122527798355
fundamental_21,0.005789869240740741,6.989276308790112e-05
fundamental_22,0.0033339441728395054,0.0003355200446347736
fundamental_23,0.004112888765432099,0.0004311788162273663
fundamental_24,0.0010215601131687245,0.00013985551444444446
fundamental_25,0.0028525056995884765,-1.9860481003395002e-06
fundamental_26,0.0016492170246913585,0.00032144400285082303
fundamental_27,0.0035297169238683135,0.0003892271283271605
fundamental_28,0.0014431177222222222,0.00015627921982716046
fundamental_29,0.004752676975308642,0.00013551886739609053
fundamental_3,0.0028478171553497945,0.00034196058213641984
fundamental_30,0.0037619505658436202,0.00011641228042798352
fundamental_31,0.0021762995987654327,0.00010192099545370369
fundamental_32,0.0042251295987654315,0.00028773736111893005
fundamental_33,0.003658790408436214,-3.026260885802469e-05
fundamental_34,0.001979901507201647,0.00025345865545987656
fundamental_35,0.0024574239506172835,0.0004072544123096708
fundamental_36,0.004151911995884773,0.0004988841511131689
fundamental_37,0.0032622095699588478,0.00020615341010758232
fundamental_38,0.0021615202366255144,0.00016661717169547328
fundamental_39,0.006335620209141683,0.001346273121497178
fundamental_40,0.0024668900473251033,0.00017104222364683127
fundamental_41,0.005962692018518518,0.000800971618952895
fundamental_42,0.010144883062757204,0.001380879399620885
fundamental_43,0.006254043931069957,0.0008614288146920781
fundamental_44,0.005189329141975306,0.0003945336340839507
fundamental_45,0.004825657947530864,0.0016041107424783947
fundamental_46,0.00589684645473251,0.0011224200838395883
fundamental_47,0.002728294475308642,0.0004533619682160495
fundamental_48,0.003717374356995886,0.00010260860302479426
fundamental_49,0.002935728719135802,8.70941188127572e-05
fundamental_5,0.005918406909465019,0.0008582794392753087
fundamental_50,0.004987153325102881,0.0006369559738631687
fundamental_51,0.003911723374485596,0.0001297632808909465
fundamental_52,0.0017541703292181072,1.2839217865740741e-05
fundamental_53,0.01133600403331374,0.0023308609783130835
fundamental_54,0.0034838717469135804,0.0005254050032849792
fundamental_55,0.002151408827160493,0.00012314894910668727
fundamental_56,0.005817552095679013,0.0016929201967098768
fundamental_57,0.0026897809398883014,0.0006072450906432244
fundamental_58,0.002483776095679012,0.00011498735049588477
fundamental_59,0.0033622899022633756,0.0005160643575619343
fundamental_6,0.0009552836008230451,0.0001379736553168724
fundamental_60,0.00749306400617284,0.001064877714546296
fundamental_61,0.0017894693209876541,0.00019821298665246916
fundamental_62,0.006066974665637861,0.000846601478515432
fundamental_63,0.002736773549382716,0.00025874582055987656
fundamental_7,0.005227370614197531,0.0012642430825596709
fundamental_8,0.0075780520564373895,0.0014785943063207762
fundamental_9,0.0022635432613168725,0.00020788107623230455
technical_0,0.006066316402374135,8.929273969321824e-05
technical_1,0.002975418215020575,-6.0707968513168726e-05
technical_10,0.002872646028806584,0.0003070588972469136
