,train,valid
derived_0,0.00352802690329218,0.0003157853124838477
derived_1,0.005282638951646089,0.00083987446076965
derived_2,0.003252218554526749,0.00018767037647942389
derived_3,0.004920990771604938,0.0005198363929804527
derived_4,0.00359099640946502,0.0004452692051193415
fundamental_0,0.005436016764403293,-3.423323833281885e-05
fundamental_1,0.001572185130658436,0.00025844510035596713
fundamental_10,0.00584064838477366,0.0008423455992384773
fundamental_11,0.0036520519958847734,0.00017792179664197528
fundamental_12,0.0024745851419753083,7.240813158847734e-05
fundamental_13,0.0042005397479423865,0.00044038050759670765
fundamental_14,0.008208322772633746,0.0010233739631625514
fundamental_15,0.008576623264403288,0.0015610995375188127
fundamental_16,0.004924492421810698,0.0006684822841090533
fundamental_17,0.007717289305555559,0.0010199824829567898
fundamental_18,0.0056793887345679,0.0007207856668666151
fundamental_19,0.0034808078086419766,0.00017189359404732511
fundamental_2,0.003061252602880659,0.000514040519489712
fundamental_20,0.005803019349794238,0.0013307595123158435
fundamental_21,0.005621442417695474,0.0007696085666174898
fundamental_22,0.0035353735144032917,0.00020035015435236622
fundamental_23,0.004489322718106996,0.00042659076034670787
fundamental_24,0.0011753964341563788,8.429599733333334e-05
fundamental_25,0.002897644279835391,0.00036066253035699593
fundamental_26,0.0014561619238683125,0.0003132264613600823
fundamental_27,0.003256782161522634,0.00032063936641769534
fundamental_28,0.0015114755967078192,-2.9989944816872417e-05
fundamental_29,0.005167257613168726,0.00031829579961069955
fundamental_3,0.0029745266255144023,0.00022263681985144033
fundamental_30,0.0027026313220164604,0.00014873820736666666
fundamental_31,0.002531465041152263,9.275215085288068e-05
fundamental_32,0.003854908456790124,0.00022840304725308636
fundamental_33,0.003981770699588477,0.00011196428105555554
fundamental_34,0.0024172728744855975,0.0002789416286998971
fundamental_35,0.004094828034979424,0.00040745976304823044
fundamental_36,0.0030170583117283965,0.00020534547879835397
fundamental_37,0.0032268693456790113,0.0002495495930185185
fundamental_38,0.0013166221162551441,0.00012077018983539093
fundamental_39,0.005689539418724278,0.0010683833821663376
fundamental_40,0.002157175987654321,0.00019622107528395068
fundamental_41,0.007000490833333334,0.0017262533774223252
fundamental_42,0.011475106938271605,0.001728844612242798
fundamental_43,0.0048484815586419755,0.0008790694627510287
fundamental_44,0.0067991879269547325,0.0003998104756742283
fundamental_45,0.0050230931841563796,0.0010728025321090535
fundamental_46,0.0062081186779835386,0.0014436056260014197
fundamental_47,0.0025572166820987652,0.00030865029918106994
fundamental_48,0.004100390104938271,0.0003948352106582305
fundamental_49,0.0029007182602880663,0.0002718291737720165
fundamental_5,0.004880854936213991,0.001399894389967079
fundamental_50,0.005324081155349794,0.0006120673903960908
fundamental_51,0.0030373651440329216,3.11783296707819e-05
fundamental_52,0.002224502962962963,0.00026210005200226336
fundamental_53,0.011651690188786009,0.002071571739589475
fundamental_54,0.0032424878477366253,0.00034471102364814815
fundamental_55,0.0029076672942386834,7.294734670154323e-05
fundamental_56,0.005472503612139918,0.0016874518121934158
fundamental_57,0.0026259486985596705,0.00017412882129115207
fundamental_58,0.002640852551440329,0.0003877622225938272
fundamental_59,0.002960167577160494,0.0006369376532942388
fundamental_6,0.0005968075,6.047607901234567e-05
fundamental_60,0.006662627836419752,0.0007882948179563787
fundamental_61,0.0016097128703703703,0.00034330576435185174
fundamental_62,0.006894664526748972,0.0004419731117414607
fundamental_63,0.0023895524897119343,8.62171929197531e-05
fundamental_7,0.00651357218106996,0.0011424388313034976
fundamental_8,0.006317679686458946,0.001101767446474721
fundamental_9,0.002911028859053498,0.000315820429516461
technical_0,0.005132352729441682,0.00015245891310735805
technical_1,0.0030299388168724285,-5.050570691255144e-05
technical_10,0.0032547890843621407,0.00034197496551440333
technical_11,0.009439762186184641,0.00029479898752617225
technical_12,0.006629054171530115,0.0006646903335601471
technical_13,0.001007028364197531,0.00019009808045432095
technical_14,0.006503114825102879,0.0004979503769547324
technical_16,0.0013573073405349792,4.0634422093621385e-05
technical_17,0.01108990809878038,0.0014561452699267197
technical_18,0.001157452685185185,1.3467666981975298e-05
technical_19,0.010564343385210123,0.001458417208585704
technical_2,0.010429887159888806,0.0017396329019891026
technical_20,0.01609879979760808,0.006102294460502568
technical_21,0.011485717907374618,0.0016554731931238203
technical_22,0.0027907529732510285,0.0008870215742592592
technical_24,0.003803586949588477,7.499890355349793e-05
technical_25,0.0036045888497942373,-4.090927004989713e-05
technical_27,0.014122007855967083,0.004588304781874584
technical_28,0.0019816410596707815,-6.852844901131688e-05
technical_29,0.004091690241769548,0.0006815224783950617
technical_3,0.0030077943734567896,-9.257755423755145e-05
technical_30,0.01576004213891389,0.002969093011568687
technical_31,0.005566654741769547,-0.00015843110447592588
technical_32,0.004339626459876543,0.00027281400562998966
technical_33,0.003275691255144034,1.8394966495370383e-05
technical_34,0.0008546993209876542,-2.3505141975308642e-05
technical_35,0.012867948111968444,0.0033537512416903954
technical_36,0.008380873015432095,0.0030732400658687866
technical_37,0.00398355048728689,0.00027993334171207157
technical_38,0.005095456952674896,0.00030186548695024695
technical_39,0.0013602177026748967,0.00018618786982510293
technical_40,0.01341080099588478,0.0023961478784090976
technical_41,0.004166921172839505,1.670173044711934e-05
technical_42,0.0021734985185185188,0.00017313683147736624
technical_43,0.010000693921710834,0.0008861782810299289
technical_44,0.0029701716358024703,-0.00026266745024238684
technical_5,0.0049608911923868316,-0.00028283249920030865
technical_6,0.009500096918675288,0.0003311887180844405
technical_7,0.010851081377718988,0.004112478124012786
technical_9,0.0008173984567901236,2.740480771604938e-05
znull,0.0010278790740740741,0.00015872706851851852
