,train,valid
derived_0,0.004342233300411522,0.00016198966974485598
derived_1,0.00457937404218107,0.0010346594405927982
derived_2,0.003504921435185186,0.00011796513862602879
derived_3,0.002825226989711934,0.000347484290308642
derived_4,0.003366636661522634,0.0001183131502942387
fundamental_0,0.006012109355967079,-0.000316497968186214
fundamental_1,0.001534136172839506,0.00013672768878600824
fundamental_10,0.006221014459876543,0.0007262111477117592
fundamental_11,0.0033601290997942383,0.00042192356922592604
fundamental_12,0.0027481590380658435,0.00015119283203086424
fundamental_13,0.004856787666666667,0.0006693917103631688
fundamental_14,0.009366714243827162,0.0015635081014065846
fundamental_15,0.008787294102880662,0.002132203371099451
fundamental_16,0.004710669104938272,0.0006152133377361935
fundamental_17,0.0061474736152263365,0.000985443790660494
fundamental_18,0.005564423279835391,0.0006668799096255146
fundamental_19,0.0036672606275720164,3.63490427563992e-05
fundamental_2,0.0031620645144032926,0.0003399366108960905
fundamental_20,0.005275551203703704,0.0007177583482073353
fundamental_21,0.005155377002469133,0.0005991726961468313
fundamental_22,0.003417615730452675,0.00010906945179732512
fundamental_23,0.004763431347736625,0.0006524860651368313
fundamental_24,0.0014428617901234566,0.00016129700134135804
fundamental_25,0.0030363807818930048,0.000247027938127572
fundamental_26,0.0015786266666666666,0.00017637517423456785
fundamental_27,0.0037657007047325096,0.0003821818047045267
fundamental_28,0.001555917160493827,4.860084728395062e-05
fundamental_29,0.004143611882716051,0.00015712943106995888
fundamental_3,0.002697991800411522,0.00035650754151234554
fundamental_30,0.0030293139094650203,-0.00013007473281481484
fundamental_31,0.0030400374176954726,0.00012093088746759257
fundamental_32,0.004434626466049383,0.00030310193013353905
fundamental_33,0.003402742099794239,-0.00019667079150905348
fundamental_34,0.0025361883292181076,0.00017642426058127572
fundamental_35,0.003631537150205761,0.0005105865473292182
fundamental_36,0.0030811538930041156,0.0005003065640679013
fundamental_37,0.003170403425925926,0.00017281566993991766
fundamental_38,0.001578259074074074,9.288932796296296e-05
fundamental_39,0.006112415998677249,0.0019497943513242216
fundamental_40,0.0020011476275720165,0.00026338244288888886
fundamental_41,0.005333371528806583,0.0013685319024207823
fundamental_42,0.00988893025771605,0.001463585837021899
fundamental_43,0.0058036155504115235,0.000391588264741605
fundamental_44,0.0059990411450617275,0.0003431430805565844
fundamental_45,0.004216931712962964,0.0014699484401131688
fundamental_46,0.006389169731481481,0.0013615488797427985
fundamental_47,0.0028493770576131683,0.0003042187535299074
fundamental_48,0.0043767384876543195,0.0002966371496074074
fundamental_49,0.0031240704434156385,0.0001416963064921811
fundamental_5,0.005889380205761318,0.0012305843540972223
fundamental_50,0.004087175465020576,0.0005984178068721193
fundamental_51,0.004750846543209877,0.0001613971938858024
fundamental_52,0.002272055,7.965072927407406e-05
fundamental_53,0.011562209473999252,0.0021473303649294857
fundamental_54,0.002877241774691357,0.0003500693062932098
fundamental_55,0.0034140126903292184,0.00027116025478549386
fundamental_56,0.005443943281893003,0.0018066012443098765
