,train,valid
derived_0,0.004356339650205762,0.00030277959054423865
derived_1,0.00581241865329218,0.000695883112962963
derived_2,0.0037518861574074073,0.0003375623094010494
derived_3,0.003481865322530866,0.00021445989501594652
derived_4,0.003337845997942386,0.00020034516641975308
fundamental_0,0.006027384501028806,-0.0004634709560288066
fundamental_1,0.001526091718106996,0.00025985746959207817
fundamental_10,0.006180842285508523,0.0005529441686343106
fundamental_11,0.0028405118209876546,0.0004939920204732511
fundamental_12,0.0021822474845679014,0.00020116451536111111
fundamental_13,0.0048956098312757206,0.0010912759528312757
fundamental_14,0.007275748328189304,0.0009248644516074074
fundamental_15,0.008580395932098769,0.0016379414612977662
fundamental_16,0.004317039958847738,0.00034448813725812755
fundamental_17,0.0073120921399176956,0.0013750817528528803
fundamental_18,0.004853346665432099,0.0011783081925493828
fundamental_19,0.003349101296296297,0.0002538142500329218
fundamental_2,0.003922055751028806,0.0004056059855462965
fundamental_20,0.005030648338477366,0.0006936882694755145
fundamental_21,0.00534926348765432,0.00010164927375483574
fundamental_22,0.003373194362139918,0.00022185752198117286
fundamental_23,0.004534280823045267,0.0006568588752448559
fundamental_24,0.0010888954835390943,0.00017941928481584362
fundamental_25,0.002464426460905349,0.0003821552998765432
fundamental_26,0.001271200329218107,0.0002546848704732511
fundamental_27,0.004141135150205762,0.0004117352392596707
fundamental_28,0.0016310775308641975,8.607568883950618e-05
fundamental_29,0.004942358796296296,4.735319466872438e-05
fundamental_3,0.0026545463631687245,0.00019907866371193417
fundamental_30,0.0027098738014403297,0.00047425156699825095
fundamental_31,0.001925455730452675,0.00016744242369341565
fundamental_32,0.004764429403292182,5.3320786262139805e-05
fundamental_33,0.0036007542139917703,-0.00015290322494444447
fundamental_34,0.002470616751028807,0.00015095796312733023
fundamental_35,0.002540809166666667,0.00044329310160512355
fundamental_36,0.0033068503292181064,0.000448911213621399
fundamental_37,0.002811597839506173,1.3093772868209903e-05
fundamental_38,0.0015017899794238685,0.00025423688240740737
fundamental_39,0.0056444659074074074,0.0015924107338819752
fundamental_40,0.0030503741738683123,8.037455958641979e-05
fundamental_41,0.006143957027777778,0.0014435460371337448
fundamental_42,0.011223318155349797,0.0016415691083704735
fundamental_43,0.00602257621399177,0.00038180154721205754
fundamental_44,0.0059364881481481484,0.0006279960059701644
fundamental_45,0.0048150748148148145,0.0014269080323518516
fundamental_46,0.006820858128600824,0.0009523405976563787
fundamental_47,0.0031949947942386835,0.00043444448098971196
fundamental_48,0.003969758796296297,0.0001530191479999794
fundamental_49,0.0036202161496913595,0.00016770773768539095
fundamental_5,0.005467695576131686,0.00120302909579928
fundamental_50,0.004880398467078189,0.00045910435979115217
fundamental_51,0.004367538193415638,0.0002673797869958848
fundamental_52,0.0020879786008230457,4.131015771604941e-05
fundamental_53,0.011329174574279835,0.0022180088591366243
fundamental_54,0.0036021292489711947,0.0003833126880390946
fundamental_55,0.003051323868312757,0.00016447029357716047
fundamental_56,0.005084721141975309,0.001900470419457819
fundamental_57,0.002549776633009994,0.00047126070260120084
fundamental_58,0.0027310850679012344,0.0002810612771234568
fundamental_59,0.0027296988477366253,0.00036320986186213995
fundamental_6,0.0006333159567901235,0.00013102616406604936
fundamental_60,0.007193208605967077,0.000930840505186214
fundamental_61,0.002245131144032922,0.0005421154080473251
fundamental_62,0.007058846976337448,0.0004053085637899177
fundamental_63,0.0020388181790123457,0.0002626205664032922
fundamental_7,0.005436198775720165,0.0012356512206413578
fundamental_8,0.006288804730452673,0.0015420156666648662
fundamental_9,0.0017338041975308643,9.869260665123459e-05
technical_0,0.005291104127336485,0.0001086682136179934
technical_1,0.0023812076543209882,6.626987172427986e-05
technical_10,0.0023738300308641974,0.00014593318165843615
technical_11,0.010310926912591093,8.333449490939648e-05
technical_12,0.006508022096412676,0.0004999124713991286
technical_13,0.00174790529218107,0.00017625814345679014
technical_14,0.006587477335390946,0.0007050978180679013
technical_16,0.0016710945296884185,5.282657907113464e-05
technical_17,0.011547062852007997,0.001902852773163533
technical_18,0.000693369487654321,-6.438144404320988e-05
technical_19,0.011265813542428253,0.0017057584949703236
technical_2,0.01032149878591426,0.0012376734211496986
technical_20,0.016255748591203212,0.005898664268250329
technical_21,0.011155090449474906,0.0018755890108694351
technical_22,0.0033013108230452674,0.0010545931375565843
technical_24,0.004022951213991771,6.507252416831275e-05
technical_25,0.0038280098353909464,1.164517543703701e-05
technical_27,0.014394305341581598,0.004148754729707195
technical_28,0.0022231120576131696,0.00013297518994238687
technical_29,0.003131468796296296,0.0003734671298456791
technical_3,0.002652546509259258,-5.650861972932097e-05
technical_30,0.015563769340966477,0.0031422485544107563
technical_31,0.005128174439300412,0.00018532598538065854
technical_32,0.004529571311581423,2.6620849448971194e-05
technical_33,0.003410239717078189,1.614692897325103e-05
technical_34,0.0010647437962962962,2.6754182716049378e-05
technical_35,0.012657315830516363,0.003445829819417112
technical_36,0.008667511371399176,0.002579468163222001
technical_37,0.004302528123652755,0.00013827857502189886
technical_38,0.004316776263888889,0.0001728051351525103
technical_39,0.0025482448868312762,9.606387774259263e-05
technical_40,0.012805375577674893,0.002787036232378685
technical_41,0.004191829770576131,-0.00023578149897530862
technical_42,0.002289940843621399,-4.71846882921811e-05
